Recency,Frequency,Monetary,City,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment_Name
328,1,234.0,Rabat,3,1,1,311,0,Clients Réguliers
494,2,3710.5,Rabat,4,2,4,424,0,Clients Réguliers
367,1,310.7,Marrakech,3,1,1,311,0,Clients Réguliers
74,4,2726.73,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
59,1,427.6,Marrakech,2,1,2,212,2,Clients à Risque / Perdus
524,2,406.07,Casablanca,4,2,2,422,0,Clients Réguliers
621,1,1201.52,Casablanca,4,1,3,413,0,Clients Réguliers
129,2,546.43,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
47,11,25317.06,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
482,3,925.41,Rabat,4,2,3,423,0,Clients Réguliers
536,1,254.55,Casablanca,4,1,1,411,0,Clients Réguliers
17,25,8838.039999999999,Oujda,1,4,4,144,2,Clients à Risque / Perdus
1,332,55844.23,Rabat,1,4,4,144,1,VIP / Champions
18,8,6134.3,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
124,1,275.88,Rabat,3,1,1,311,2,Clients à Risque / Perdus
440,1,268.27,Casablanca,4,1,1,411,0,Clients Réguliers
76,1,4366.78,Casablanca,2,1,4,214,2,Clients à Risque / Perdus
18,6,21429.39,Meknès,1,3,4,134,2,Clients à Risque / Perdus
231,3,3010.74,Tanger,3,2,4,324,2,Clients à Risque / Perdus
276,11,9030.66,Rabat,3,4,4,344,2,Clients à Risque / Perdus
82,1,112.07999999999998,Oujda,2,1,1,211,2,Clients à Risque / Perdus
11,13,7857.1,Tanger,1,4,4,144,2,Clients à Risque / Perdus
112,7,9903.24,Rabat,3,3,4,334,2,Clients à Risque / Perdus
47,8,5020.74,Agadir,2,4,4,244,2,Clients à Risque / Perdus
451,1,347.8,Casablanca,4,1,2,412,0,Clients Réguliers
453,2,782.95,Rabat,4,2,2,422,0,Clients Réguliers
3,2,1898.52,Rabat,1,2,3,123,2,Clients à Risque / Perdus
133,2,814.16,Tanger,3,2,2,322,2,Clients à Risque / Perdus
312,1,1693.88,Rabat,3,1,3,313,0,Clients Réguliers
467,6,1404.58,Casablanca,4,3,3,433,0,Clients Réguliers
53,8,9349.85,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
371,1,949.82,Fès,3,1,3,313,0,Clients Réguliers
446,1,168.69000000000003,Marrakech,4,1,1,411,0,Clients Réguliers
234,1,1143.6,Rabat,3,1,3,313,2,Clients à Risque / Perdus
206,2,3246.45,Rabat,3,2,4,324,2,Clients à Risque / Perdus
481,1,282.3,Marrakech,4,1,1,411,0,Clients Réguliers
55,1,892.47,Casablanca,2,1,3,213,2,Clients à Risque / Perdus
559,1,124.25,Casablanca,4,1,1,411,0,Clients Réguliers
531,1,98.7,Oujda,4,1,1,411,0,Clients Réguliers
12,7,1686.12,Tétouan,1,3,3,133,2,Clients à Risque / Perdus
663,1,55.5,Tanger,4,1,1,411,0,Clients Réguliers
453,1,519.45,Fès,4,1,2,412,0,Clients Réguliers
15,9,1775.68,Fès,1,4,3,143,2,Clients à Risque / Perdus
33,14,6722.2699999999995,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
594,1,337.4,Agadir,4,1,1,411,0,Clients Réguliers
59,2,826.74,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
145,10,4365.99,El Jadida,3,4,4,344,2,Clients à Risque / Perdus
28,5,1825.33,Tanger,2,3,3,233,2,Clients à Risque / Perdus
4,3,1804.75,Rabat,1,2,3,123,2,Clients à Risque / Perdus
359,3,1100.4,Tétouan,3,2,3,323,0,Clients Réguliers
605,1,728.5,Casablanca,4,1,2,412,0,Clients Réguliers
5,4,862.18,Rabat,1,3,2,132,2,Clients à Risque / Perdus
458,4,444.9,Agadir,4,3,2,432,0,Clients Réguliers
60,3,273.35,Marrakech,2,2,1,221,2,Clients à Risque / Perdus
187,2,591.85,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
369,6,1056.1100000000001,Marrakech,3,3,3,333,0,Clients Réguliers
252,2,827.01,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
330,3,1017.33,Kenitra,3,2,3,323,0,Clients Réguliers
48,2,860.41,Agadir,2,2,2,222,2,Clients à Risque / Perdus
14,1,430.48,Casablanca,1,1,2,112,2,Clients à Risque / Perdus
623,1,381.0,Casablanca,4,1,2,412,0,Clients Réguliers
361,2,806.11,Marrakech,3,2,2,322,0,Clients Réguliers
5,4,8510.93,Rabat,1,3,4,134,2,Clients à Risque / Perdus
524,1,219.35,Rabat,4,1,1,411,0,Clients Réguliers
465,3,584.25,Agadir,4,2,2,422,0,Clients Réguliers
496,1,1071.82,Fès,4,1,3,413,0,Clients Réguliers
182,7,2416.42,Rabat,3,3,4,334,2,Clients à Risque / Perdus
388,1,1092.81,Rabat,4,1,3,413,0,Clients Réguliers
461,2,327.02,Rabat,4,2,1,421,0,Clients Réguliers
377,4,1434.95,Tétouan,4,3,3,433,0,Clients Réguliers
430,4,2878.96,Rabat,4,3,4,434,0,Clients Réguliers
378,1,330.35,Rabat,4,1,1,411,0,Clients Réguliers
32,5,906.1,Rabat,2,3,3,233,2,Clients à Risque / Perdus
173,3,1755.94,Casablanca,3,2,3,323,2,Clients à Risque / Perdus
530,2,534.99,Kenitra,4,2,2,422,0,Clients Réguliers
256,5,1033.9,Rabat,3,3,3,333,2,Clients à Risque / Perdus
40,1,229.64000000000001,Rabat,2,1,1,211,2,Clients à Risque / Perdus
497,3,1687.8,Marrakech,4,2,3,423,0,Clients Réguliers
97,1,125.92,Tanger,2,1,1,211,2,Clients à Risque / Perdus
143,2,1063.46,Casablanca,3,2,3,323,2,Clients à Risque / Perdus
91,2,572.2,Rabat,2,2,2,222,2,Clients à Risque / Perdus
276,3,690.98,Meknès,3,2,2,322,0,Clients Réguliers
257,1,1542.08,Meknès,3,1,3,313,0,Clients Réguliers
453,1,540.52,Meknès,4,1,2,412,0,Clients Réguliers
39,10,2479.17,Fès,2,4,4,244,2,Clients à Risque / Perdus
209,2,220.8,Rabat,3,2,1,321,2,Clients à Risque / Perdus
66,2,948.88,Marrakech,2,2,3,223,2,Clients à Risque / Perdus
70,18,6501.5,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
55,1,397.12,Tanger,2,1,2,212,2,Clients à Risque / Perdus
516,2,518.63,Fès,4,2,2,422,0,Clients Réguliers
24,11,2813.15,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
1,3,430.15000000000003,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
3,5,935.09,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
332,3,385.3,Casablanca,3,2,2,322,0,Clients Réguliers
33,6,6814.64,Tanger,2,3,4,234,2,Clients à Risque / Perdus
258,3,451.11,Marrakech,3,2,2,322,0,Clients Réguliers
27,2,383.03,Tanger,2,2,2,222,2,Clients à Risque / Perdus
140,1,417.38,Marrakech,3,1,2,312,2,Clients à Risque / Perdus
278,1,312.38,Marrakech,3,1,1,311,0,Clients Réguliers
423,41,6043.31,Tétouan,4,4,4,444,0,Clients Réguliers
54,15,6585.62,Rabat,2,4,4,244,2,Clients à Risque / Perdus
168,2,688.41,Rabat,3,2,2,322,2,Clients à Risque / Perdus
29,10,3398.48,Tanger,2,4,4,244,2,Clients à Risque / Perdus
7,25,9319.34,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
139,7,4041.97,Casablanca,3,3,4,334,2,Clients à Risque / Perdus
10,38,7389.67,Meknès,1,4,4,144,2,Clients à Risque / Perdus
65,4,1917.99,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
61,30,6588.41,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
24,4,648.6,Agadir,1,3,2,132,2,Clients à Risque / Perdus
262,4,354.09,Kenitra,3,3,2,332,0,Clients Réguliers
677,1,15.58,Rabat,4,1,1,411,0,Clients Réguliers
17,2,1636.8999999999999,Tétouan,1,2,3,123,2,Clients à Risque / Perdus
671,1,208.0,Agadir,4,1,1,411,0,Clients Réguliers
26,6,3090.56,Tétouan,1,3,4,134,2,Clients à Risque / Perdus
441,1,330.0,Tanger,4,1,1,411,0,Clients Réguliers
92,2,284.13,Tanger,2,2,1,221,2,Clients à Risque / Perdus
290,1,311.55,Fès,3,1,1,311,0,Clients Réguliers
130,11,3907.5,Fès,3,4,4,344,2,Clients à Risque / Perdus
74,7,2994.02,El Jadida,2,3,4,234,2,Clients à Risque / Perdus
368,4,650.9399999999999,Marrakech,3,3,2,332,0,Clients Réguliers
3,6,2179.93,Oujda,1,3,3,133,2,Clients à Risque / Perdus
206,6,3688.0,Casablanca,3,3,4,334,2,Clients à Risque / Perdus
379,1,177.92,Rabat,4,1,1,411,0,Clients Réguliers
454,1,575.1,Tanger,4,1,2,412,0,Clients Réguliers
688,1,55.47,Fès,4,1,1,411,0,Clients Réguliers
615,1,68.25,Rabat,4,1,1,411,0,Clients Réguliers
421,2,1008.3199999999999,Casablanca,4,2,3,423,0,Clients Réguliers
47,6,2792.5499999999997,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
134,2,299.57,Rabat,3,2,1,321,2,Clients à Risque / Perdus
21,4,3323.47,Fès,1,3,4,134,2,Clients à Risque / Perdus
278,3,1227.35,Tanger,3,2,3,323,0,Clients Réguliers
21,13,7913.29,Fès,1,4,4,144,2,Clients à Risque / Perdus
181,8,2247.06,Tanger,3,4,3,343,2,Clients à Risque / Perdus
677,1,337.66999999999996,Casablanca,4,1,1,411,0,Clients Réguliers
370,3,1676.95,Fès,3,2,3,323,0,Clients Réguliers
79,3,744.02,Meknès,2,2,2,222,2,Clients à Risque / Perdus
322,12,3685.4900000000002,Casablanca,3,4,4,344,0,Clients Réguliers
277,3,2027.3,Casablanca,3,2,3,323,0,Clients Réguliers
380,2,948.42,Fès,4,2,3,423,0,Clients Réguliers
138,5,1356.99,Tanger,3,3,3,333,2,Clients à Risque / Perdus
53,4,4081.79,Casablanca,2,3,4,234,2,Clients à Risque / Perdus
19,19,2855.51,Rabat,1,4,4,144,2,Clients à Risque / Perdus
232,2,854.99,Tanger,3,2,2,322,2,Clients à Risque / Perdus
40,3,573.22,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
377,2,640.13,Rabat,4,2,2,422,0,Clients Réguliers
271,1,298.0,Tanger,3,1,1,311,0,Clients Réguliers
4,2,1463.04,Casablanca,1,2,3,123,2,Clients à Risque / Perdus
20,4,703.47,Marrakech,1,3,2,132,2,Clients à Risque / Perdus
84,1,309.05,Agadir,2,1,1,211,2,Clients à Risque / Perdus
58,3,1175.22,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
63,2,1378.4,Tanger,2,2,3,223,2,Clients à Risque / Perdus
379,1,222.4,Casablanca,4,1,1,411,0,Clients Réguliers
209,2,354.12,Oujda,3,2,2,322,2,Clients à Risque / Perdus
376,4,385.46000000000004,Casablanca,3,3,2,332,0,Clients Réguliers
19,2,717.27,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
181,11,840.5,Casablanca,3,4,2,342,2,Clients à Risque / Perdus
392,1,263.38,Marrakech,4,1,1,411,0,Clients Réguliers
26,1,188.14,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
570,1,157.35,Tanger,4,1,1,411,0,Clients Réguliers
37,2,372.8,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
200,4,514.25,El Jadida,3,3,2,332,2,Clients à Risque / Perdus
459,2,310.96000000000004,Casablanca,4,2,1,421,0,Clients Réguliers
409,1,366.4,Agadir,4,1,2,412,0,Clients Réguliers
417,1,340.33,Marrakech,4,1,1,411,0,Clients Réguliers
4,28,17654.54,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
260,1,138.68,Casablanca,3,1,1,311,0,Clients Réguliers
424,1,833.53,Marrakech,4,1,2,412,0,Clients Réguliers
13,2,509.58,Meknès,1,2,2,122,2,Clients à Risque / Perdus
572,2,1018.42,Meknès,4,2,3,423,0,Clients Réguliers
7,5,2919.81,Casablanca,1,3,4,134,2,Clients à Risque / Perdus
391,2,508.91,Tanger,4,2,2,422,0,Clients Réguliers
171,5,1776.0,Agadir,3,3,3,333,2,Clients à Risque / Perdus
35,8,3103.19,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
18,13,5796.52,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
547,1,1680.47,Rabat,4,1,3,413,0,Clients Réguliers
4,4,1474.38,Meknès,1,3,3,133,2,Clients à Risque / Perdus
11,12,6165.76,Rabat,1,4,4,144,2,Clients à Risque / Perdus
396,1,223.98,Casablanca,4,1,1,411,0,Clients Réguliers
144,4,1174.75,Casablanca,3,3,3,333,2,Clients à Risque / Perdus
134,7,4654.0199999999995,Rabat,3,3,4,334,2,Clients à Risque / Perdus
123,6,4359.2,Rabat,3,3,4,334,2,Clients à Risque / Perdus
621,1,10953.5,Fès,4,1,4,414,0,Clients Réguliers
3,6,1335.19,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
12,4,488.09000000000003,Rabat,1,3,2,132,2,Clients à Risque / Perdus
4,74,35921.04,Marrakech,1,4,4,144,1,VIP / Champions
156,1,405.38,Kenitra,3,1,2,312,2,Clients à Risque / Perdus
59,3,789.87,Oujda,2,2,2,222,2,Clients à Risque / Perdus
83,12,2469.4,Tanger,2,4,4,244,2,Clients à Risque / Perdus
70,2,403.59,Fès,2,2,2,222,2,Clients à Risque / Perdus
406,4,1548.46,Oujda,4,3,3,433,0,Clients Réguliers
390,1,197.31,Agadir,4,1,1,411,0,Clients Réguliers
30,12,4304.89,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
307,1,117.85,Casablanca,3,1,1,311,0,Clients Réguliers
73,2,415.8,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
17,57,92347.34,El Jadida,1,4,4,144,1,VIP / Champions
534,8,1698.56,Tanger,4,4,3,443,0,Clients Réguliers
19,8,1687.03,Rabat,1,4,3,143,2,Clients à Risque / Perdus
732,1,181.65,Agadir,4,1,1,411,0,Clients Réguliers
22,13,3900.08,Meknès,1,4,4,144,2,Clients à Risque / Perdus
12,4,1063.9,Agadir,1,3,3,133,2,Clients à Risque / Perdus
10,9,3097.61,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
21,1,114.14,Rabat,1,1,1,111,2,Clients à Risque / Perdus
59,20,25264.8,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
50,2,913.54,Marrakech,2,2,3,223,2,Clients à Risque / Perdus
720,1,377.49,Agadir,4,1,2,412,0,Clients Réguliers
126,3,942.65,Kenitra,3,2,3,323,2,Clients à Risque / Perdus
553,2,496.5,Fès,4,2,2,422,0,Clients Réguliers
31,2,604.51,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
283,2,900.11,Agadir,3,2,3,323,0,Clients Réguliers
432,1,324.45,Casablanca,4,1,1,411,0,Clients Réguliers
139,6,1908.03,Meknès,3,3,3,333,2,Clients à Risque / Perdus
11,9,2317.43,Tanger,1,4,4,144,2,Clients à Risque / Perdus
26,22,15526.7,Fès,1,4,4,144,2,Clients à Risque / Perdus
3,2,1483.0,Fès,1,2,3,123,2,Clients à Risque / Perdus
4,15,3213.7200000000003,Oujda,1,4,4,144,2,Clients à Risque / Perdus
1,4,1387.79,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
5,2,828.8100000000001,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
634,1,162.45,Oujda,4,1,1,411,0,Clients Réguliers
3,10,4410.24,Tanger,1,4,4,144,2,Clients à Risque / Perdus
301,4,521.89,Agadir,3,3,2,332,0,Clients Réguliers
5,13,8706.97,Tanger,1,4,4,144,2,Clients à Risque / Perdus
395,2,539.49,Rabat,4,2,2,422,0,Clients Réguliers
479,1,150.95,Marrakech,4,1,1,411,0,Clients Réguliers
409,4,1322.07,Tanger,4,3,3,433,0,Clients Réguliers
374,1,211.99,Agadir,3,1,1,311,0,Clients Réguliers
2,2,266.39,Tanger,1,2,1,121,2,Clients à Risque / Perdus
4,12,3601.59,Meknès,1,4,4,144,2,Clients à Risque / Perdus
432,1,132.24,Rabat,4,1,1,411,0,Clients Réguliers
84,1,771.91,Marrakech,2,1,2,212,2,Clients à Risque / Perdus
5,1,160.18,Kenitra,1,1,1,111,2,Clients à Risque / Perdus
353,3,4306.92,Tanger,3,2,4,324,0,Clients Réguliers
107,1,135.95,Tanger,3,1,1,311,2,Clients à Risque / Perdus
598,1,122.45,Rabat,4,1,1,411,0,Clients Réguliers
2,10,1524.97,Meknès,1,4,3,143,2,Clients à Risque / Perdus
3,115,15869.99,Fès,1,4,4,144,1,VIP / Champions
409,4,1161.2,Casablanca,4,3,3,433,0,Clients Réguliers
409,1,385.55,Agadir,4,1,2,412,0,Clients Réguliers
193,2,408.95,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
432,6,2100.09,Casablanca,4,3,3,433,0,Clients Réguliers
207,8,3156.38,Agadir,3,4,4,344,2,Clients à Risque / Perdus
151,4,517.63,Agadir,3,3,2,332,2,Clients à Risque / Perdus
380,5,2502.82,Marrakech,4,3,4,434,0,Clients Réguliers
724,1,517.7,Casablanca,4,1,2,412,0,Clients Réguliers
153,21,16245.78,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
25,2,372.21999999999997,Rabat,1,2,2,122,2,Clients à Risque / Perdus
238,8,2744.81,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
594,1,490.08000000000004,Tanger,4,1,2,412,0,Clients Réguliers
14,1,97.5,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
24,1,754.38,Rabat,1,1,2,112,2,Clients à Risque / Perdus
424,10,2729.84,Casablanca,4,4,4,444,0,Clients Réguliers
69,5,1312.21,Rabat,2,3,3,233,2,Clients à Risque / Perdus
287,1,535.32,Marrakech,3,1,2,312,0,Clients Réguliers
4,32,13490.550000000001,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
27,7,955.5,Agadir,2,3,3,233,2,Clients à Risque / Perdus
18,3,764.82,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
720,1,93.35000000000001,Casablanca,4,1,1,411,0,Clients Réguliers
18,8,1259.6299999999999,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
115,2,645.47,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
80,1,211.32,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
371,1,355.5,Tanger,3,1,2,312,0,Clients Réguliers
17,8,2110.91,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
488,3,920.08,Kenitra,4,2,3,423,0,Clients Réguliers
191,3,455.88,Rabat,3,2,2,322,2,Clients à Risque / Perdus
102,4,1032.5,Oujda,3,3,3,333,2,Clients à Risque / Perdus
17,32,23581.09,Oujda,1,4,4,144,2,Clients à Risque / Perdus
313,3,414.13,Agadir,3,2,2,322,0,Clients Réguliers
101,3,149.05,Meknès,2,2,1,221,2,Clients à Risque / Perdus
7,36,11650.85,Agadir,1,4,4,144,2,Clients à Risque / Perdus
169,4,999.68,Tanger,3,3,3,333,2,Clients à Risque / Perdus
51,1,81.57,Agadir,2,1,1,211,2,Clients à Risque / Perdus
575,1,175.25,Marrakech,4,1,1,411,0,Clients Réguliers
318,3,612.13,Rabat,3,2,2,322,0,Clients Réguliers
668,1,234.0,Rabat,4,1,1,411,0,Clients Réguliers
369,2,330.12,Marrakech,3,2,1,321,0,Clients Réguliers
367,1,101.10000000000001,Tanger,3,1,1,311,0,Clients Réguliers
5,11,2972.83,Meknès,1,4,4,144,2,Clients à Risque / Perdus
16,28,12330.67,Rabat,1,4,4,144,2,Clients à Risque / Perdus
6,11,5381.08,Rabat,1,4,4,144,2,Clients à Risque / Perdus
48,11,6586.42,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
68,3,789.89,Tanger,2,2,2,222,2,Clients à Risque / Perdus
2,1,204.0,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
11,35,9763.16,Rabat,1,4,4,144,2,Clients à Risque / Perdus
374,6,1229.95,Marrakech,3,3,3,333,0,Clients Réguliers
558,2,618.96,Rabat,4,2,2,422,0,Clients Réguliers
21,16,4581.81,Rabat,1,4,4,144,2,Clients à Risque / Perdus
425,1,65.3,Tanger,4,1,1,411,0,Clients Réguliers
59,3,1449.03,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
466,2,555.87,Tanger,4,2,2,422,0,Clients Réguliers
727,1,323.39,Tanger,4,1,1,411,0,Clients Réguliers
27,8,1532.56,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
109,19,17335.2,Fès,3,4,4,344,2,Clients à Risque / Perdus
18,2,661.3199999999999,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
26,5,1927.3,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
6,2,1227.22,Kenitra,1,2,3,123,2,Clients à Risque / Perdus
402,5,3419.27,Marrakech,4,3,4,434,0,Clients Réguliers
47,9,2843.55,Rabat,2,4,4,244,2,Clients à Risque / Perdus
352,2,220.55,Rabat,3,2,1,321,0,Clients Réguliers
50,3,922.68,Meknès,2,2,3,223,2,Clients à Risque / Perdus
69,3,1364.2,Rabat,2,2,3,223,2,Clients à Risque / Perdus
680,1,307.1,Casablanca,4,1,1,411,0,Clients Réguliers
133,12,3914.9500000000003,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
75,3,908.46,Tanger,2,2,3,223,2,Clients à Risque / Perdus
579,4,1010.73,Tanger,4,3,3,433,0,Clients Réguliers
4,2,676.99,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
446,4,799.13,Meknès,4,3,2,432,0,Clients Réguliers
593,3,1556.54,Agadir,4,2,3,423,0,Clients Réguliers
268,1,516.42,Fès,3,1,2,312,0,Clients Réguliers
286,11,4853.9,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
94,3,808.92,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
26,3,949.25,Fès,1,2,3,123,2,Clients à Risque / Perdus
27,24,8795.16,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
9,9,4084.21,Tétouan,1,4,4,144,2,Clients à Risque / Perdus
59,4,1408.24,Rabat,2,3,3,233,2,Clients à Risque / Perdus
10,35,12344.53,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
574,2,155.8,Casablanca,4,2,1,421,0,Clients Réguliers
207,7,3168.53,Fès,3,3,4,334,2,Clients à Risque / Perdus
617,1,127.65,Agadir,4,1,1,411,0,Clients Réguliers
73,4,2321.11,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
546,1,209.48,Marrakech,4,1,1,411,0,Clients Réguliers
525,3,722.09,Casablanca,4,2,2,422,0,Clients Réguliers
20,3,271.40000000000003,Casablanca,1,2,1,121,2,Clients à Risque / Perdus
245,10,2303.17,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
249,1,307.53,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
67,1,248.61,Tanger,2,1,1,211,2,Clients à Risque / Perdus
186,1,346.98,Casablanca,3,1,2,312,2,Clients à Risque / Perdus
476,1,188.4,Casablanca,4,1,1,411,0,Clients Réguliers
8,6,1680.74,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
368,5,1260.91,Tanger,3,3,3,333,0,Clients Réguliers
20,2,470.8,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
77,3,508.51,Tanger,2,2,2,222,2,Clients à Risque / Perdus
5,2,344.0,Rabat,1,2,1,121,2,Clients à Risque / Perdus
9,37,9402.89,Tétouan,1,4,4,144,2,Clients à Risque / Perdus
187,4,751.7,Marrakech,3,3,2,332,2,Clients à Risque / Perdus
607,1,129.22,Tanger,4,1,1,411,0,Clients Réguliers
262,1,177.15,Rabat,3,1,1,311,0,Clients Réguliers
406,2,418.08,El Jadida,4,2,2,422,0,Clients Réguliers
506,4,1378.74,Tétouan,4,3,3,433,0,Clients Réguliers
125,1,919.61,Casablanca,3,1,3,313,2,Clients à Risque / Perdus
453,1,135.4,Casablanca,4,1,1,411,0,Clients Réguliers
285,10,2912.84,Rabat,3,4,4,344,0,Clients Réguliers
5,56,28693.37,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
17,5,389.18,Fès,1,3,2,132,2,Clients à Risque / Perdus
174,4,280.73,Rabat,3,3,1,331,2,Clients à Risque / Perdus
7,28,59205.15,Rabat,1,4,4,144,2,Clients à Risque / Perdus
121,21,7335.75,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
71,2,284.07,Kenitra,2,2,1,221,2,Clients à Risque / Perdus
487,1,122.39999999999999,Casablanca,4,1,1,411,0,Clients Réguliers
153,8,2433.28,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
378,1,439.33000000000004,Tanger,4,1,2,412,0,Clients Réguliers
721,1,313.64,Marrakech,4,1,1,411,0,Clients Réguliers
412,1,236.11,Marrakech,4,1,1,411,0,Clients Réguliers
3,201,112670.58,Tanger,1,4,4,144,1,VIP / Champions
4,24,14103.09,Tanger,1,4,4,144,2,Clients à Risque / Perdus
23,3,2321.82,Tanger,1,2,4,124,2,Clients à Risque / Perdus
66,12,2140.28,Meknès,2,4,3,243,2,Clients à Risque / Perdus
271,55,54943.65,Tanger,3,4,4,344,1,VIP / Champions
16,13,2433.1200000000003,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
66,1,74.39999999999999,Marrakech,2,1,1,211,2,Clients à Risque / Perdus
389,1,419.70000000000005,Casablanca,4,1,2,412,0,Clients Réguliers
28,28,13389.22,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
5,25,26516.68,Oujda,1,4,4,144,2,Clients à Risque / Perdus
94,1,207.35999999999999,Oujda,2,1,1,211,2,Clients à Risque / Perdus
229,4,695.4,Marrakech,3,3,2,332,2,Clients à Risque / Perdus
3,36,11502.85,Tétouan,1,4,4,144,2,Clients à Risque / Perdus
35,3,709.64,Tanger,2,2,2,222,2,Clients à Risque / Perdus
42,8,1369.62,El Jadida,2,4,3,243,2,Clients à Risque / Perdus
431,1,72.0,Kenitra,4,1,1,411,0,Clients Réguliers
128,2,603.46,Oujda,3,2,2,322,2,Clients à Risque / Perdus
39,9,5253.07,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
368,2,1098.52,Tanger,3,2,3,323,0,Clients Réguliers
55,3,1134.03,Oujda,2,2,3,223,2,Clients à Risque / Perdus
26,12,2957.4700000000003,Fès,1,4,4,144,2,Clients à Risque / Perdus
714,1,321.88000000000005,Tanger,4,1,1,411,0,Clients Réguliers
536,1,20.6,Rabat,4,1,1,411,0,Clients Réguliers
10,36,18286.53,Rabat,1,4,4,144,2,Clients à Risque / Perdus
726,1,234.38,Marrakech,4,1,1,411,0,Clients Réguliers
7,10,5494.7,Tanger,1,4,4,144,2,Clients à Risque / Perdus
133,1,501.14,Tanger,3,1,2,312,2,Clients à Risque / Perdus
17,18,2643.81,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
15,9,2415.41,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
664,1,134.9,Agadir,4,1,1,411,0,Clients Réguliers
234,1,30.599999999999998,Oujda,3,1,1,311,2,Clients à Risque / Perdus
264,1,283.73,Casablanca,3,1,1,311,0,Clients Réguliers
89,2,922.39,Agadir,2,2,3,223,2,Clients à Risque / Perdus
468,2,506.75,Agadir,4,2,2,422,0,Clients Réguliers
