Recence,Frequence,Montant,Ville,Segment,Cluster,RFM_Score,Churn,Proba_Churn,Risque
34,4,1970.6,Casablanca,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
549,2,958.5,Kenitra,Clients Réguliers,0,423,1,0.99979407,Élevé
20,11,2843.09,Casablanca,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
550,2,395.1,Casablanca,Clients Réguliers,0,422,1,0.99979466,Élevé
38,21,34281.18,Agadir,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
54,4,1113.02,Fès,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
69,3,613.36,Casablanca,Clients à Risque / Perdus,2,222,0,0.00031551783,Faible
10,45,30868.28,Agadir,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
4,51,23397.28,Rabat,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
45,19,11899.3,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
3,7,2283.63,Casablanca,Clients à Risque / Perdus,2,133,0,0.0001866873,Faible
23,6,2863.08,Rabat,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
367,1,178.28,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
476,2,2138.91,Rabat,Clients Réguliers,0,423,1,0.99976844,Élevé
109,1,4873.81,El Jadida,Clients à Risque / Perdus,2,314,0,0.00032832907,Faible
21,2,1247.61,Tanger,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
201,1,389.01,Marrakech,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
23,7,1170.4,Marrakech,Clients à Risque / Perdus,2,133,0,0.00019653594,Faible
632,1,110.95,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
122,7,1703.02,Oujda,Clients à Risque / Perdus,2,333,0,0.00023429526,Faible
66,3,1843.35,Fès,Clients à Risque / Perdus,2,223,0,0.0003199647,Faible
2,7,1407.12,Tanger,Clients à Risque / Perdus,2,133,0,0.00019653594,Faible
430,2,851.91,Marrakech,Clients Réguliers,0,422,1,0.99976844,Élevé
24,3,957.59,Marrakech,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
585,1,339.75,Casablanca,Clients Réguliers,0,411,1,0.9997967,Élevé
413,1,638.11,Tétouan,Clients Réguliers,0,412,1,0.9997396,Élevé
3,4,4939.99,Casablanca,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
75,6,2446.41,Meknès,Clients à Risque / Perdus,2,234,0,0.00028149466,Faible
15,1,219.0,Casablanca,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
66,4,1006.53,Rabat,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
3,8,2340.84,Casablanca,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
10,14,11762.1,Oujda,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
287,1,603.42,Casablanca,Clients Réguliers,0,312,1,0.9997396,Élevé
25,18,5314.1,Rabat,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
10,34,31093.34,Casablanca,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
92,3,1149.02,Tanger,Clients à Risque / Perdus,2,223,0,0.0003199647,Faible
607,2,1339.05,Tanger,Clients Réguliers,0,423,1,0.99979407,Élevé
24,21,7193.66,Agadir,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
4,12,14093.71,Tétouan,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
101,1,353.86,Tanger,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
128,1,677.9,Rabat,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
146,3,1308.91,Rabat,Clients à Risque / Perdus,2,323,0,0.00027689768,Faible
66,1,238.25,Marrakech,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
60,1,283.6,Kenitra,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
10,29,7878.2,Oujda,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
27,8,4013.08,Casablanca,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
80,4,997.63,Meknès,Clients à Risque / Perdus,2,233,0,0.0002978142,Faible
11,4,647.79,Tétouan,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
77,6,2109.28,Casablanca,Clients à Risque / Perdus,2,233,0,0.00028149466,Faible
366,4,2694.56,Fès,Clients Réguliers,0,334,1,0.9997017,Élevé
23,11,4014.6,Marrakech,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
6,10,5679.53,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
66,5,1070.17,Rabat,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
109,1,453.01,Casablanca,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
517,1,829.25,Casablanca,Clients Réguliers,0,412,1,0.9997396,Élevé
19,17,25775.71,Marrakech,Clients à Risque / Perdus,2,144,0,0.00023124371,Faible
175,1,236.26,Casablanca,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
229,4,2424.87,Rabat,Clients à Risque / Perdus,2,334,1,0.99926907,Élevé
348,3,639.65,Casablanca,Clients Réguliers,0,322,1,0.9993057,Élevé
310,2,779.5699999999999,Tanger,Clients Réguliers,0,322,1,0.99976844,Élevé
328,1,234.0,Rabat,Clients Réguliers,0,311,1,0.99971837,Élevé
494,2,3710.5,Rabat,Clients Réguliers,0,424,1,0.99976844,Élevé
367,1,310.7,Marrakech,Clients Réguliers,0,311,1,0.9997223,Élevé
74,4,2726.73,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
59,1,427.6,Marrakech,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
524,2,406.07,Casablanca,Clients Réguliers,0,422,1,0.99976915,Élevé
621,1,1201.52,Casablanca,Clients Réguliers,0,413,1,0.9997967,Élevé
129,2,546.43,Casablanca,Clients à Risque / Perdus,2,322,0,0.0009957587,Faible
47,11,25317.06,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
482,3,925.41,Rabat,Clients Réguliers,0,423,1,0.9997017,Élevé
536,1,254.55,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
17,25,8838.039999999999,Oujda,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
1,332,55844.23,Rabat,VIP / Champions,1,144,0,0.00023818534,Faible
18,8,6134.3,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
124,1,275.88,Rabat,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
440,1,268.27,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
76,1,4366.78,Casablanca,Clients à Risque / Perdus,2,214,0,0.00032832907,Faible
18,6,21429.39,Meknès,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
231,3,3010.74,Tanger,Clients à Risque / Perdus,2,324,1,0.99926907,Élevé
276,11,9030.66,Rabat,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
82,1,112.07999999999998,Oujda,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
11,13,7857.1,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
112,7,9903.24,Rabat,Clients à Risque / Perdus,2,334,0,0.00022625006,Faible
47,8,5020.74,Agadir,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
451,1,347.8,Casablanca,Clients Réguliers,0,412,1,0.9997396,Élevé
453,2,782.95,Rabat,Clients Réguliers,0,422,1,0.99976844,Élevé
3,2,1898.52,Rabat,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
133,2,814.16,Tanger,Clients à Risque / Perdus,2,322,0,0.0010097836,Faible
312,1,1693.88,Rabat,Clients Réguliers,0,313,1,0.9997396,Élevé
467,6,1404.58,Casablanca,Clients Réguliers,0,433,1,0.9997167,Élevé
53,8,9349.85,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
371,1,949.82,Fès,Clients Réguliers,0,313,1,0.9997396,Élevé
446,1,168.69000000000003,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
234,1,1143.6,Rabat,Clients à Risque / Perdus,2,313,1,0.9997396,Élevé
206,2,3246.45,Rabat,Clients à Risque / Perdus,2,324,1,0.99970335,Élevé
481,1,282.3,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
55,1,892.47,Casablanca,Clients à Risque / Perdus,2,213,0,0.00032832907,Faible
559,1,124.25,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
531,1,98.7,Oujda,Clients Réguliers,0,411,1,0.99971837,Élevé
12,7,1686.12,Tétouan,Clients à Risque / Perdus,2,133,0,0.00019653594,Faible
663,1,55.5,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
453,1,519.45,Fès,Clients Réguliers,0,412,1,0.9997396,Élevé
15,9,1775.68,Fès,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
33,14,6722.27,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
594,1,337.4,Agadir,Clients Réguliers,0,411,1,0.9997967,Élevé
59,2,826.74,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
145,10,4365.99,El Jadida,Clients à Risque / Perdus,2,344,0,0.00059199973,Faible
28,5,1825.33,Tanger,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
4,3,1804.75,Rabat,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
359,3,1100.4,Tétouan,Clients Réguliers,0,323,1,0.99926907,Élevé
605,1,728.5,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
5,4,862.18,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
458,4,444.9,Agadir,Clients Réguliers,0,432,1,0.9997025,Élevé
60,3,273.35,Marrakech,Clients à Risque / Perdus,2,221,0,0.00021100474,Faible
187,2,591.85,Casablanca,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
369,6,1056.11,Marrakech,Clients Réguliers,0,333,1,0.9997167,Élevé
252,2,827.01,Casablanca,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
330,3,1017.33,Kenitra,Clients Réguliers,0,323,1,0.99926907,Élevé
48,2,860.41,Agadir,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
14,1,430.48,Casablanca,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
623,1,381.0,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
361,2,806.11,Marrakech,Clients Réguliers,0,322,1,0.99976844,Élevé
5,4,8510.93,Rabat,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
524,1,219.35,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
465,3,584.25,Agadir,Clients Réguliers,0,422,1,0.9996117,Élevé
496,1,1071.82,Fès,Clients Réguliers,0,413,1,0.9997396,Élevé
182,7,2416.42,Rabat,Clients à Risque / Perdus,2,334,1,0.99941456,Élevé
388,1,1092.81,Rabat,Clients Réguliers,0,413,1,0.9997396,Élevé
461,2,327.02,Rabat,Clients Réguliers,0,421,1,0.99976915,Élevé
377,4,1434.95,Tétouan,Clients Réguliers,0,433,1,0.9997017,Élevé
430,4,2878.96,Rabat,Clients Réguliers,0,434,1,0.9997017,Élevé
378,1,330.35,Rabat,Clients Réguliers,0,411,1,0.9997396,Élevé
32,5,906.1,Rabat,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
173,3,1755.94,Casablanca,Clients à Risque / Perdus,2,323,0,0.00027689768,Faible
530,2,534.99,Kenitra,Clients Réguliers,0,422,1,0.99976915,Élevé
256,5,1033.9,Rabat,Clients à Risque / Perdus,2,333,1,0.99963,Élevé
40,1,229.64,Rabat,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
497,3,1687.8,Marrakech,Clients Réguliers,0,423,1,0.9997017,Élevé
97,1,125.92,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
143,2,1063.46,Casablanca,Clients à Risque / Perdus,2,323,0,0.0010097836,Faible
91,2,572.2,Rabat,Clients à Risque / Perdus,2,222,0,0.0009957587,Faible
276,3,690.98,Meknès,Clients Réguliers,0,322,1,0.9993057,Élevé
257,1,1542.08,Meknès,Clients Réguliers,0,313,1,0.9997396,Élevé
453,1,540.52,Meknès,Clients Réguliers,0,412,1,0.9997396,Élevé
39,10,2479.17,Fès,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
209,2,220.8,Rabat,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
66,2,948.88,Marrakech,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
70,18,6501.5,Casablanca,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
55,1,397.12,Tanger,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
516,2,518.63,Fès,Clients Réguliers,0,422,1,0.99976915,Élevé
24,11,2813.15,Marrakech,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
1,3,430.15,Casablanca,Clients à Risque / Perdus,2,122,0,0.00021599677,Faible
3,5,935.09,Casablanca,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
332,3,385.3,Casablanca,Clients Réguliers,0,322,1,0.9992712,Élevé
33,6,6814.64,Tanger,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
258,3,451.11,Marrakech,Clients Réguliers,0,322,1,0.9992712,Élevé
27,2,383.03,Tanger,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
140,1,417.38,Marrakech,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
278,1,312.38,Marrakech,Clients Réguliers,0,311,1,0.9997223,Élevé
423,41,6043.31,Tétouan,Clients Réguliers,0,444,1,0.999548,Élevé
54,15,6585.62,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
168,2,688.41,Rabat,Clients à Risque / Perdus,2,322,0,0.00087394664,Faible
29,10,3398.48,Tanger,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
7,25,9319.34,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
139,7,4041.97,Casablanca,Clients à Risque / Perdus,2,334,0,0.00022625006,Faible
10,38,7389.67,Meknès,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
65,4,1917.99,Casablanca,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
61,30,6588.41,Marrakech,Clients à Risque / Perdus,2,244,0,0.0006232169,Faible
24,4,648.6,Agadir,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
262,4,354.09,Kenitra,Clients Réguliers,0,332,1,0.9992712,Élevé
677,1,15.58,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
17,2,1636.9,Tétouan,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
671,1,208.0,Agadir,Clients Réguliers,0,411,1,0.99978894,Élevé
26,6,3090.56,Tétouan,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
441,1,330.0,Tanger,Clients Réguliers,0,411,1,0.9997396,Élevé
92,2,284.13,Tanger,Clients à Risque / Perdus,2,221,0,0.0009727617,Faible
290,1,311.55,Fès,Clients Réguliers,0,311,1,0.9997223,Élevé
130,11,3907.5,Fès,Clients à Risque / Perdus,2,344,0,0.0004533296,Faible
74,7,2994.02,El Jadida,Clients à Risque / Perdus,2,234,0,0.00022625006,Faible
368,4,650.9399999999999,Marrakech,Clients Réguliers,0,332,1,0.9997167,Élevé
3,6,2179.93,Oujda,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
206,6,3688.0,Casablanca,Clients à Risque / Perdus,2,334,1,0.9996105,Élevé
379,1,177.92,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
454,1,575.1,Tanger,Clients Réguliers,0,412,1,0.9997396,Élevé
688,1,55.47,Fès,Clients Réguliers,0,411,1,0.99978894,Élevé
615,1,68.25,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
421,2,1008.32,Casablanca,Clients Réguliers,0,423,1,0.99976844,Élevé
47,6,2792.55,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
134,2,299.57,Rabat,Clients à Risque / Perdus,2,321,0,0.0009727617,Faible
21,4,3323.47,Fès,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
278,3,1227.35,Tanger,Clients Réguliers,0,323,1,0.99926907,Élevé
21,13,7913.29,Fès,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
181,8,2247.06,Tanger,Clients à Risque / Perdus,2,343,1,0.873799,Élevé
677,1,337.67,Casablanca,Clients Réguliers,0,411,1,0.9997967,Élevé
370,3,1676.95,Fès,Clients Réguliers,0,323,1,0.9996105,Élevé
79,3,744.02,Meknès,Clients à Risque / Perdus,2,222,0,0.0003312044,Faible
322,12,3685.49,Casablanca,Clients Réguliers,0,344,1,0.9995241,Élevé
277,3,2027.3,Casablanca,Clients Réguliers,0,323,1,0.99926907,Élevé
380,2,948.42,Fès,Clients Réguliers,0,423,1,0.99976844,Élevé
138,5,1356.99,Tanger,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
53,4,4081.79,Casablanca,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
19,19,2855.51,Rabat,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
232,2,854.99,Tanger,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
40,3,573.22,Casablanca,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
377,2,640.13,Rabat,Clients Réguliers,0,422,1,0.99976844,Élevé
271,1,298.0,Tanger,Clients Réguliers,0,311,1,0.99971837,Élevé
4,2,1463.04,Casablanca,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
20,4,703.47,Marrakech,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
84,1,309.05,Agadir,Clients à Risque / Perdus,2,211,0,0.00032074167,Faible
58,3,1175.22,Casablanca,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
63,2,1378.4,Tanger,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
379,1,222.4,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
209,2,354.12,Oujda,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
376,4,385.46,Casablanca,Clients Réguliers,0,332,1,0.9997025,Élevé
19,2,717.27,Casablanca,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
181,11,840.5,Casablanca,Clients à Risque / Perdus,2,342,1,0.76736796,Élevé
392,1,263.38,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
26,1,188.14,Marrakech,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
570,1,157.35,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
37,2,372.8,Casablanca,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
200,4,514.25,El Jadida,Clients à Risque / Perdus,2,332,1,0.9992712,Élevé
459,2,310.96000000000004,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
409,1,366.4,Agadir,Clients Réguliers,0,412,1,0.9997396,Élevé
417,1,340.33,Marrakech,Clients Réguliers,0,411,1,0.9997396,Élevé
4,28,17654.54,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
260,1,138.68,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
424,1,833.53,Marrakech,Clients Réguliers,0,412,1,0.9997396,Élevé
13,2,509.58,Meknès,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
572,2,1018.42,Meknès,Clients Réguliers,0,423,1,0.99979407,Élevé
7,5,2919.81,Casablanca,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
391,2,508.91,Tanger,Clients Réguliers,0,422,1,0.99976915,Élevé
171,5,1776.0,Agadir,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
35,8,3103.19,Marrakech,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
18,13,5796.52,El Jadida,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
547,1,1680.47,Rabat,Clients Réguliers,0,413,1,0.9997967,Élevé
4,4,1474.38,Meknès,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
11,12,6165.76,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
396,1,223.98,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
144,4,1174.75,Casablanca,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
134,7,4654.02,Rabat,Clients à Risque / Perdus,2,334,0,0.00022625006,Faible
123,6,4359.2,Rabat,Clients à Risque / Perdus,2,334,0,0.0003606093,Faible
621,1,10953.5,Fès,Clients Réguliers,0,414,1,0.9997967,Élevé
3,6,1335.19,Marrakech,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
12,4,488.09,Rabat,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
4,74,35921.04,Marrakech,VIP / Champions,1,144,0,0.00025717216,Faible
156,1,405.38,Kenitra,Clients à Risque / Perdus,2,312,0,0.00032832907,Faible
59,3,789.87,Oujda,Clients à Risque / Perdus,2,222,0,0.0002267366,Faible
83,12,2469.4,Tanger,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
70,2,403.59,Fès,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
406,4,1548.46,Oujda,Clients Réguliers,0,433,1,0.9997017,Élevé
390,1,197.31,Agadir,Clients Réguliers,0,411,1,0.99971837,Élevé
30,12,4304.89,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
307,1,117.85,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
73,2,415.8,Casablanca,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
17,57,92347.34,El Jadida,VIP / Champions,1,144,0,0.00022625006,Faible
534,8,1698.56,Tanger,Clients Réguliers,0,443,1,0.999548,Élevé
19,8,1687.03,Rabat,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
732,1,181.65,Agadir,Clients Réguliers,0,411,1,0.99978894,Élevé
22,13,3900.08,Meknès,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
12,4,1063.9,Agadir,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
10,9,3097.61,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
21,1,114.14,Rabat,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
59,20,25264.8,Casablanca,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
50,2,913.54,Marrakech,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
720,1,377.49,Agadir,Clients Réguliers,0,412,1,0.9997967,Élevé
126,3,942.65,Kenitra,Clients à Risque / Perdus,2,323,0,0.00027689768,Faible
553,2,496.5,Fès,Clients Réguliers,0,422,1,0.99979466,Élevé
31,2,604.51,Marrakech,Clients à Risque / Perdus,2,222,0,0.00028344092,Faible
283,2,900.11,Agadir,Clients Réguliers,0,323,1,0.99976844,Élevé
432,1,324.45,Casablanca,Clients Réguliers,0,411,1,0.9997396,Élevé
139,6,1908.03,Meknès,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
11,9,2317.43,Tanger,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
26,22,15526.7,Fès,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
3,2,1483.0,Fès,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
4,15,3213.7200000000003,Oujda,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
1,4,1387.79,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
5,2,828.8100000000001,Marrakech,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
634,1,162.45,Oujda,Clients Réguliers,0,411,1,0.99978894,Élevé
3,10,4410.24,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
301,4,521.89,Agadir,Clients Réguliers,0,332,1,0.9996117,Élevé
5,13,8706.97,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
395,2,539.49,Rabat,Clients Réguliers,0,422,1,0.99976915,Élevé
479,1,150.95,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
409,4,1322.07,Tanger,Clients Réguliers,0,433,1,0.9997017,Élevé
374,1,211.99,Agadir,Clients Réguliers,0,311,1,0.99971837,Élevé
2,2,266.39,Tanger,Clients à Risque / Perdus,2,121,0,0.00027769,Faible
4,12,3601.59,Meknès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
